/var/spool/slurmd/job23148859/slurm_script: line 9: source: /home/gridsan/jsass/.conda/envs/openmm_env: is a directory
#"Step","Potential Energy (kJ/mole)","Temperature (K)"
12400000,-862585.1022449359,301.35296120684734
12500000,-861797.6022449359,298.97639207640844
12600000,-862213.6022449359,300.3250099976176
12700000,-862199.6022449359,300.0694124473083
12800000,-862792.8522449359,298.83505689343764
12900000,-863084.1022449359,300.1727423626169
13000000,-861169.6022449359,298.56068466984294
13100000,-862219.1022449359,301.39109451199226
13200000,-861967.6022449359,299.2750541430845
13300000,-862026.1022449359,299.5815301491732
13400000,-863591.6022449359,299.156125539894
13500000,-862964.8522449359,298.3938257485287
13600000,-862071.6022449359,300.0501534243918
13700000,-861083.6022449359,300.6631467887187
13800000,-862279.1022449359,299.54941653421946
13900000,-861046.6022449359,300.6259366896698
14000000,-862154.3522449359,302.55177076921433
14100000,-864138.3522449359,300.3206671056178
14200000,-863196.1022449359,299.64785731793523
14300000,-861638.1022449359,298.6081252506958
14400000,-861740.8522449359,298.49279547129606
14500000,-862278.1022449359,298.8400544854348
14600000,-862292.6022449359,299.37114729696054
14700000,-862933.6022449359,299.8498769693782
14800000,-863445.6022449359,300.5628184627284
14900000,-862541.8522449359,301.2555817022443
15000000,-862480.1022449359,299.3641703411426
15100000,-864096.3522449359,299.54647010446985
15200000,-861703.1022449359,299.9153119154547
15300000,-861932.6022449359,300.76268907601354
15400000,-864514.1022449359,300.86001328459196
15500000,-863623.1022449359,299.72644342364396
15600000,-863489.6022449359,299.11092134140245
15700000,-863951.1022449359,298.1438557839517
15800000,-861808.3522449359,300.7300619461271
15900000,-861596.3522449359,301.69663799578154
16000000,-863096.1022449359,298.65898312440555
16100000,-861579.6022449359,299.89603448605317
16200000,-862796.6022449359,299.39495993602173
16300000,-862865.1022449359,300.66837881728554
16400000,-861511.3522449359,299.57042283477716
16500000,-862817.6022449359,301.3263905163807
16600000,-862160.6022449359,300.18359593080265
16700000,-863451.8522449359,299.9602845514374
16800000,-862457.1022449359,299.22632884467515
16900000,-860663.1022449359,302.45020995633587
17000000,-863455.6022449359,300.55165962843455
17100000,-862885.1022449359,300.9922874000921
17200000,-862799.1022449359,301.93388812829903
17300000,-862684.1022449359,297.957673792391
17400000,-863252.6022449359,301.514067494156
17500000,-862681.1022449359,299.20783777026026
17600000,-861896.1022449359,299.02046151445103
17700000,-862094.6022449359,301.0723781570802
17800000,-863139.1022449359,301.40694951463814
17900000,-861141.8522449359,297.3949102174757
18000000,-861264.6022449359,298.86191398290737
18100000,-862981.6022449359,299.2689699451669
18200000,-861399.1022449359,301.57462010072675
18300000,-862479.6022449359,300.3726755257094
18400000,-863143.1022449359,300.6953560614937
18500000,-862806.1022449359,299.83349410750986
18600000,-864450.1022449359,299.81061832840936
18700000,-862716.1022449359,300.0094643267855
18800000,-862370.6022449359,299.944664761362
18900000,-862070.6022449359,299.99050745721576
19000000,-862505.8522449359,298.5669771564032
19100000,-863953.1022449359,301.49978516232994
19200000,-862447.1022449359,297.79653802602314
19300000,-863956.1022449359,297.8239177809758
19400000,-863828.1022449359,300.75068223170706
19500000,-862289.8522449359,299.8105351343338
19600000,-861693.6022449359,299.47604117972014
19700000,-862665.3522449359,298.5907304159158
19800000,-863965.1022449359,298.12664162393554
19900000,-863885.1022449359,301.04147362849096
20000000,-864115.1022449359,299.481490767734
20100000,-863115.1022449359,301.2272223571503
20200000,-862099.6022449359,300.03323277583166
20300000,-862790.1022449359,300.7560216227848
20400000,-861356.1022449359,298.52537424014764
20500000,-862896.3522449359,300.2519121907135
20600000,-861803.3522449359,302.4945878870785
20700000,-861393.1022449359,300.31519736694116
20800000,-864226.1022449359,299.6434193937896
20900000,-862308.1022449359,300.64498818854344
21000000,-860367.1022449359,299.06386555402094
21100000,-862959.6022449359,298.26114451049585
21200000,-861253.6022449359,300.9920469552415
21300000,-863004.1022449359,301.0829616919473
21400000,-863210.1022449359,300.0257046798615
21500000,-860567.8522449359,298.12541050763446
21600000,-862559.6022449359,300.3584992082993
21700000,-863216.6022449359,298.58297748871547
21800000,-864191.8522449359,300.68047352261874
21900000,-863920.3522449359,299.8474167693873
22000000,-862719.6022449359,301.5274363617093
22100000,-861734.6022449359,298.91147331801704
22200000,-863111.3522449359,300.91959888429517
22300000,-861698.1022449359,301.52489979213294
22400000,-862029.3522449359,299.1255425063519
22500000,-863133.6022449359,301.710761958958
22600000,-863627.3522449359,300.2108112925295
22700000,-862189.6022449359,300.5298740322309
22800000,-863182.1022449359,299.9370535104662
22900000,-864604.3522449359,299.182351328475
23000000,-862939.1022449359,299.890758146811
23100000,-861701.6022449359,299.8679481078118
23200000,-863247.1022449359,300.71262988000404
23300000,-864753.1022449359,300.7067190581333
23400000,-862471.6022449359,302.155605221736
23500000,-863204.1022449359,300.5642044749603
23600000,-863163.1022449359,299.3548984823983
23700000,-861514.6022449359,299.04011525376734
23800000,-862414.6022449359,300.80417961161993
23900000,-862083.6022449359,300.97155131048163
24000000,-861986.6022449359,300.3271977825091
24100000,-861876.3522449359,300.1364792925279
24200000,-863041.3522449359,300.802738158252
24300000,-862893.3522449359,300.35458876193127
24400000,-863100.3522449359,299.38084841766096
24500000,-863230.1022449359,300.3938298381119
24600000,-864300.3522449359,300.4921761481384
24700000,-864101.1022449359,300.7406670541533
24800000,-863010.1022449359,302.99134500209186
24900000,-862538.6022449359,300.9481849552406
25000000,-861654.1022449359,299.82484198315035
25100000,-862462.8522449359,299.7279938847065
25200000,-862497.6022449359,297.6294275506463
25300000,-862362.1022449359,299.8279896006759
25400000,-862954.8522449359,298.709586998498
25500000,-863887.3522449359,298.29837757142775
25600000,-862472.6022449359,301.1566898320627
25700000,-862597.3522449359,300.012588783452
25800000,-863200.1022449359,299.55368232461586
25900000,-862107.8522449359,299.5452687364986
26000000,-861806.3522449359,301.0449197138529
26100000,-862665.6022449359,300.765299102977
26200000,-862917.8522449359,302.98362529151035
26300000,-864124.1022449359,300.101041628211
26400000,-862935.3522449359,300.21417858504407
26500000,-863513.3522449359,302.27376350760613
26600000,-861910.8522449359,301.56728254703165
26700000,-862135.1022449359,300.03721947964397
26800000,-861029.6022449359,299.9738994884483
26900000,-862940.1022449359,300.63419477044187
27000000,-862883.1022449359,300.0630259047433
27100000,-862647.6022449359,301.0326260098385
27200000,-862610.1022449359,299.67716262374523
27300000,-861941.3522449359,299.17212803012893
27400000,-861335.8522449359,299.9886573218886
27500000,-863376.1022449359,298.10222680052846
27600000,-863518.1022449359,300.4342446345922
27700000,-864040.6022449359,301.5186882430152
27800000,-861345.6022449359,299.19049109185414
27900000,-863927.1022449359,301.84018572768105
28000000,-862904.8522449359,299.69446424860956
28100000,-862772.3522449359,300.6419609640774
28200000,-861808.1022449359,300.0393378375415
28300000,-863180.6022449359,301.2821234594902
28400000,-863322.1022449359,301.7908948589143
28500000,-861459.8522449359,300.74383805430796
28600000,-862613.1022449359,299.61459812563425
28700000,-864240.6022449359,302.2732023750941
28800000,-861510.3522449359,299.3880627566329
28900000,-863418.6022449359,299.76930882713987
29000000,-864040.1022449359,300.53067094491297
29100000,-864274.1022449359,298.02219782968075
29200000,-863524.6022449359,299.09477089929624
29300000,-863160.6022449359,300.63835840314994
29400000,-862433.8522449359,299.71001233766356
29500000,-863925.6022449359,299.7867279651126
29600000,-862565.3522449359,302.7327782105724
29700000,-862595.3522449359,299.4946627776358
29800000,-862737.3522449359,299.56624200062186
29900000,-862358.8522449359,300.5995748090776
30000000,-863759.1022449359,299.60798158311513
30100000,-861620.8522449359,301.07624035495
30200000,-863346.1022449359,300.1763966002555
30300000,-862581.1022449359,298.37417993634807
30400000,-863509.1022449359,300.97326571244275
30500000,-861606.3522449359,300.2970033067578
30600000,-862261.6022449359,302.16991312760297
30700000,-862868.6022449359,300.2584138965999
30800000,-862966.1022449359,300.8795151304339
30900000,-862795.3522449359,301.25655553518203
31000000,-862088.6022449359,299.2261684521919
31100000,-862742.8522449359,299.5648294427138
31200000,-863520.1022449359,300.05726492159596
31300000,-862813.3522449359,300.0036243627265
31400000,-862123.6022449359,300.4518122574404
31500000,-862739.1022449359,301.6529622015385
31600000,-863017.1022449359,298.4563518115218
31700000,-863003.1022449359,300.58410675671644
31800000,-861852.6022449359,302.97350539411985
31900000,-863191.1022449359,300.10816553041576
32000000,-863770.6022449359,301.1419691521505
32100000,-862662.1022449359,300.7398208569966
32200000,-861728.1022449359,299.77673493364955
32300000,-862853.1022449359,303.0312760828519
32400000,-863918.6022449359,300.08439724075924
32500000,-862344.8522449359,301.74424390100455
32600000,-862973.1022449359,298.85553617525596
32700000,-861797.1022449359,299.4647574122597
32800000,-863192.3522449359,299.6832084487975
32900000,-863323.6022449359,299.04351806652534
33000000,-862050.3522449359,300.1965410084815
33100000,-861990.3522449359,301.6711941496699
33200000,-862881.1022449359,301.43050126930507
33300000,-862768.8522449359,298.9534071025901
33400000,-861653.6022449359,300.78235706287217
33500000,-863107.6022449359,299.19702670733864
33600000,-862006.6022449359,300.7849894244751
33700000,-863385.6022449359,300.20859692687696
33800000,-862158.1022449359,301.0213827934172
33900000,-862686.1022449359,301.42175833458305
34000000,-864323.3522449359,297.84597166011656
34100000,-861923.1022449359,300.8363740551096
34200000,-863433.6022449359,299.1717943075162
34300000,-862960.1022449359,300.36543926906774
34400000,-863249.1022449359,297.75577113024343
34500000,-862974.1022449359,298.88590056017154
34600000,-862897.3522449359,300.28020124964485
34700000,-863146.6022449359,301.8661600270628
34800000,-862910.1022449359,300.10762815367065
34900000,-862893.1022449359,302.00313279628915
35000000,-861146.6022449359,299.23796944370594
35100000,-861664.6022449359,300.1090538001037
35200000,-864840.3522449359,302.75002090239127
35300000,-862599.3522449359,300.4020743357419
35400000,-863275.1022449359,300.5156527785034
35500000,-862303.8522449359,299.48213296536335
35600000,-861319.6022449359,297.7588753302032
35700000,-862512.6022449359,298.78439905074544
35800000,-861354.1022449359,300.129622886043
35900000,-863460.6022449359,298.8813185347746
36000000,-862803.3522449359,297.52945952766163
36100000,-863391.6022449359,300.51867880443547
36200000,-862445.1022449359,299.54851926129214
36300000,-862212.3522449359,301.8710407436989
36400000,-863178.3522449359,301.31188796807135
36500000,-861952.6022449359,298.76705035639003
36600000,-864022.3522449359,298.55210576059176
36700000,-863179.1022449359,299.8789804866717
36800000,-863022.8522449359,300.0856774165167
36900000,-863094.1022449359,297.99136100042733
37000000,-861427.1022449359,301.4862771130584
37100000,-862776.1022449359,299.6053705756649
37200000,-862103.6022449359,300.175466577428
37300000,-862107.8522449359,299.9863397406167
37400000,-862486.1022449359,299.9347317085057
37500000,-862562.1022449359,300.3674451668123
37600000,-863209.8522449359,299.24905323309537
37700000,-862567.6022449359,299.74567141092416
37800000,-863058.1022449359,298.9876531212136
37900000,-864060.8522449359,298.7871287296381
38000000,-864050.8522449359,300.5096914429669
38100000,-862792.1022449359,298.64736371553386
38200000,-864004.6022449359,300.13134821715045
38300000,-863757.1022449359,299.96738478882327
38400000,-862167.3522449359,300.12183640290357
38500000,-863381.6022449359,298.96326477843616
38600000,-864205.1022449359,300.79818458669416
38700000,-861734.1022449359,299.8076635019148
38800000,-862566.6022449359,302.7236785244758
38900000,-863018.1022449359,300.1830440068322
39000000,-862599.1022449359,301.5649390858059
39100000,-863457.6022449359,301.30387274989727
39200000,-862309.1022449359,300.8426726071543
39300000,-863096.6022449359,300.2812604939459
39400000,-862954.1022449359,299.71610653933146
39500000,-863274.3522449359,300.66056326995204
39600000,-863751.6022449359,299.57501176449387
39700000,-864091.1022449359,300.0549577909855
39800000,-863771.6022449359,300.3264089326332
39900000,-862996.6022449359,299.45587485839445
40000000,-862812.6022449359,301.5541505080757
40100000,-862517.1022449359,299.53550888824697
40200000,-862052.3522449359,296.6383584346058
40300000,-861256.6022449359,300.7461537042897
40400000,-862844.1022449359,300.51801103695186
40500000,-863250.3522449359,299.9075458758493
40600000,-862858.1022449359,299.828679138489
40700000,-862567.6022449359,300.6323048840759
40800000,-863095.6022449359,300.42668180748996
40900000,-863782.8522449359,301.9958264635039
41000000,-862967.3522449359,300.47264836333153
41100000,-862898.8522449359,299.1968523162637
41200000,-863968.6022449359,300.25805964437143
41300000,-863174.3522449359,299.7400392326432
41400000,-863355.3522449359,300.81657461132073
41500000,-862438.8522449359,300.218606549091
41600000,-862483.3522449359,296.8887992808574
41700000,-863193.3522449359,301.4671135638931
41800000,-862208.6022449359,300.91981060953043
41900000,-863042.8522449359,302.52952407313575
42000000,-863469.1022449359,301.2622351095737
42100000,-861937.8522449359,300.7677734362222
42200000,-862816.8522449359,299.8580064880493
42300000,-862768.3522449359,299.79102003292513
42400000,-862784.3522449359,300.2112654145782
42500000,-862947.6022449359,298.7543333082812
42600000,-861943.8522449359,301.62783612986857
42700000,-863001.6022449359,301.2090360645647
42800000,-862060.6022449359,300.69974031470935
42900000,-861907.3522449359,302.25908360080757
43000000,-861667.6022449359,301.3243288725489
43100000,-861172.1022449359,299.5377216429533
43200000,-862138.1022449359,299.2853182406617
43300000,-861900.6022449359,300.76761374133287
43400000,-861709.6022449359,299.46360633219564
43500000,-864428.1022449359,300.0797964010017
43600000,-863853.1022449359,300.5047722308843
43700000,-863271.8522449359,299.78315256610466
43800000,-862814.1022449359,298.93541126918257
43900000,-863353.6022449359,300.8042359690073
44000000,-862995.6022449359,301.2810029691494
44100000,-862616.6022449359,302.51325271850214
44200000,-862808.6022449359,300.7671717752987
44300000,-863891.3522449359,299.0762218046014
44400000,-863471.8522449359,299.5558196859083
44500000,-861902.1022449359,298.45151298704684
44600000,-863466.8522449359,300.4792976258103
44700000,-862852.3522449359,300.3150153319346
44800000,-862465.1022449359,298.52853502665437
44900000,-861490.1022449359,301.4642052737752
45000000,-861773.6022449359,299.0654498184349
45100000,-862449.6022449359,300.47548571872335
45200000,-862866.8522449359,299.54070357504315
45300000,-861501.8522449359,299.82274225074787
45400000,-862810.3522449359,300.34095975020057
45500000,-862330.8522449359,300.75621173268047
45600000,-861929.1022449359,300.06633166340987
45700000,-862245.1022449359,300.5814138923634
45800000,-863169.1022449359,301.16476305375653
45900000,-862348.1022449359,299.75353999193817
46000000,-864658.6022449359,298.8894975935698
46100000,-861581.1022449359,302.2855302972083
46200000,-863654.6022449359,301.40805895477354
46300000,-863163.6022449359,297.96033062828997
46400000,-864456.8522449359,300.79156969173107
46500000,-862759.1022449359,299.59388146052186
46600000,-862187.1022449359,298.72427295204005
46700000,-862916.1022449359,301.51872175154284
46800000,-862252.8522449359,300.6128134596284
46900000,-863928.6022449359,300.08890396134433
47000000,-862252.1022449359,301.40575361196386
47100000,-863215.3522449359,300.84956260711346
47200000,-863573.1022449359,299.4808718846964
47300000,-863077.6022449359,300.3266320260964
47400000,-861695.1022449359,301.4174340367531
47500000,-862499.1022449359,300.2287159985697
47600000,-862260.6022449359,301.3995870620975
47700000,-861530.6022449359,299.93825709945725
47800000,-863975.6022449359,298.8990199710398
47900000,-863180.1022449359,298.7702673969714
48000000,-864141.6022449359,298.32594980671456
48100000,-862449.1022449359,300.05329734441324
48200000,-862401.1022449359,299.877796272647
48300000,-862304.1022449359,299.72068435577887
48400000,-864272.1022449359,299.1524832404196
48500000,-863411.1022449359,299.888922646784
48600000,-861374.6022449359,298.1924667147665
48700000,-862120.1022449359,299.39288450286836
48800000,-864116.1022449359,299.8072019825057
48900000,-862237.1022449359,301.0902461667762
49000000,-862549.1022449359,301.6559598451406
49100000,-861029.1022449359,301.5176733767007
49200000,-863092.6022449359,300.29321364239917
49300000,-861917.1022449359,302.83150875996637
49400000,-862227.6022449359,301.12051227060823
49500000,-863839.6022449359,301.17890872835386
49600000,-862469.6022449359,298.8366429711626
49700000,-862187.6022449359,300.2761780628718
49800000,-864113.3522449359,301.9852039636699
49900000,-861986.3522449359,302.31207621322477
50000000,-861130.8522449359,301.1363105469113
50100000,-863848.8522449359,298.4530008320131
50200000,-863667.3522449359,302.1953521409887
50300000,-862883.6022449359,300.7649324539631
50400000,-863506.6022449359,299.1661590160612
50500000,-862077.6022449359,300.31153597286044
50600000,-862859.6022449359,302.1537031832121
50700000,-862302.1022449359,299.57582183445805
50800000,-862306.1022449359,300.3628567332694
50900000,-862847.3522449359,297.77682734166746
51000000,-861925.3522449359,300.3948113146045
51100000,-864198.6022449359,301.90799159031553
51200000,-864551.1022449359,299.4584325886718
51300000,-860841.1022449359,298.88049918287953
51400000,-861885.1022449359,299.62351755020416
51500000,-864042.6022449359,298.6990728123913
51600000,-862626.1022449359,299.3638037615883
51700000,-862352.3522449359,300.17970312454116
51800000,-862819.6022449359,300.89647711354
51900000,-864780.1022449359,300.4462863156576
52000000,-863265.6022449359,298.5546140277229
52100000,-863037.1022449359,300.4626492908449
52200000,-862986.6022449359,301.02470669676654
52300000,-863764.1022449359,299.9879390904017
52400000,-862189.6022449359,300.8218297173539
52500000,-861553.6022449359,300.45554824655125
52600000,-862378.8522449359,299.0171624609683
52700000,-862804.1022449359,299.8807217594269
52800000,-863998.8522449359,298.7549846878764
52900000,-862687.6022449359,301.2997548468345
53000000,-863255.1022449359,299.86584283403795
53100000,-862241.1022449359,302.1950060930611
53200000,-862992.6022449359,301.2107933062422
53300000,-864135.6022449359,299.87197226215955
53400000,-861418.1022449359,299.20931471224276
53500000,-863219.1022449359,298.67479126950394
53600000,-861975.1022449359,302.95187970157707
53700000,-861944.3522449359,300.57891276584473
53800000,-861682.8522449359,298.7216672773651
53900000,-861744.1022449359,301.4411126337583
54000000,-861419.1022449359,300.6930309226895
54100000,-860900.3522449359,299.767450225817
54200000,-862288.6022449359,299.6003206083843
54300000,-862509.8522449359,301.44687435700376
54400000,-862733.6022449359,300.11589794029396
54500000,-862745.8522449359,299.0353004353411
54600000,-863371.1022449359,299.96533002078223
54700000,-863678.3522449359,299.6319230757393
54800000,-862126.6022449359,297.4583710825858
54900000,-861211.6022449359,299.68436158592493
55000000,-864191.1022449359,302.0974156592106
55100000,-863853.6022449359,301.080266700433
55200000,-862330.1022449359,300.9109234732005
55300000,-862460.6022449359,300.5375737452528
55400000,-862394.3522449359,300.73008739449597
55500000,-862345.8522449359,299.42459540389257
55600000,-862260.6022449359,299.78027690642864
55700000,-862829.1022449359,299.24452627022185
55800000,-862247.1022449359,300.89843847179316
55900000,-863160.1022449359,301.22112657083875
56000000,-861913.8522449359,300.39634782478294
56100000,-860926.6022449359,300.6090344756779
56200000,-863180.6022449359,297.9763106919387
56300000,-862999.6022449359,299.8450077107163
56400000,-862692.1022449359,301.06423014492805
56500000,-863269.6022449359,299.8996657358148
56600000,-861919.3522449359,303.5549116240846
56700000,-863484.1022449359,300.6175798048858
56800000,-862059.6022449359,299.691325923966
56900000,-862278.6022449359,299.5556837407093
57000000,-864773.1022449359,301.3663470870251
57100000,-860516.6022449359,300.5202371604818
57200000,-862048.6022449359,300.24287411777146
57300000,-863392.1022449359,298.76488828555136
57400000,-863668.1022449359,299.787445473123
57500000,-862719.6022449359,301.4819724528406
57600000,-861880.1022449359,298.0882943691442
57700000,-861794.1022449359,298.16350149016966
57800000,-861250.3522449359,302.76019812132114
57900000,-864138.3522449359,300.25597174998177
58000000,-862026.6022449359,300.33363181764344
58100000,-861438.1022449359,302.0662197290282
58200000,-861654.8522449359,298.64560162861534
58300000,-863014.3522449359,300.78549055439754
58400000,-864258.1022449359,299.9426932533665
58500000,-863573.1022449359,300.7222776530456
58600000,-862059.8522449359,300.05899441094516
58700000,-861452.6022449359,299.3329517007267
58800000,-862599.6022449359,300.1656244229246
58900000,-862862.1022449359,299.41847790890256
59000000,-864314.1022449359,300.56840306086457
59100000,-862113.1022449359,299.81101913957133
59200000,-862224.8522449359,299.2597594986699
59300000,-862386.6022449359,300.24649368897536
59400000,-861766.1022449359,299.29717422645314
59500000,-863720.6022449359,299.33913753318643
59600000,-864052.3522449359,301.22792157298403
59700000,-863363.6022449359,297.8321782741954
59800000,-862204.3522449359,301.07233539955143
59900000,-863296.1022449359,302.31700922144904
60000000,-862790.6022449359,300.01624009357033
60100000,-862342.3522449359,297.8055508313924
60200000,-863063.1022449359,299.04595295356364
60300000,-863210.3522449359,300.01613628368733
60400000,-861208.8522449359,300.6150147638637
60500000,-864089.8522449359,298.9888131147482
60600000,-862107.3522449359,300.3893259079655
60700000,-863595.1022449359,300.47449964225655
60800000,-864554.8522449359,300.5239077061464
60900000,-863706.3522449359,299.57813183696106
61000000,-863274.8522449359,301.20756631263333
61100000,-862154.8522449359,298.55680000381034
61200000,-862195.1022449359,299.8533174650761
61300000,-863046.6022449359,302.39833754057514
61400000,-861839.6022449359,299.07729324381586
61500000,-860520.8522449359,300.748660527728
61600000,-863456.1022449359,302.0157066726509
61700000,-862972.1022449359,300.7107553472873
61800000,-861725.1022449359,301.0198587338856
61900000,-863496.1022449359,298.6819794027625
62000000,-862464.1022449359,299.6903426364405
62100000,-863628.1022449359,300.0256363117493
62200000,-862263.1022449359,300.30791214901524
62300000,-864068.3522449359,300.19086340095134
62400000,-863984.3522449359,299.0519933075254
62500000,-862062.1022449359,300.25465746598246
62600000,-863879.1022449359,301.87851591476135
62700000,-861950.6022449359,299.21627978175263
62800000,-863210.1022449359,301.9774239416534
62900000,-864130.1022449359,300.3260592815297
63000000,-863878.1022449359,302.3875732622158
63100000,-864291.6022449359,300.1002077585941
63200000,-862462.3522449359,301.87609537267406
63300000,-862721.6022449359,300.20332818454807
63400000,-862323.8522449359,302.5790331902125
63500000,-863453.3522449359,300.2616759553415
63600000,-862322.6022449359,299.6664897717737
63700000,-862814.3522449359,300.56772977329337
63800000,-862897.1022449359,299.8719559510969
63900000,-864718.6022449359,299.51598205142545
64000000,-861609.6022449359,300.5913678123442
64100000,-863736.8522449359,298.80902104116103
64200000,-863927.8522449359,300.0733388814674
64300000,-862883.6022449359,300.16293857091057
64400000,-861573.1022449359,299.9934167608237
64500000,-861674.6022449359,299.85553593361567
64600000,-862798.1022449359,300.67855462263293
64700000,-863572.6022449359,296.01753493081173
64800000,-862482.3522449359,297.4102032698056
64900000,-860650.3522449359,297.9462521933186
65000000,-862236.3522449359,299.7599762970173
65100000,-863747.3522449359,299.43225857487613
65200000,-862882.6022449359,299.29604530071845
65300000,-863885.3522449359,298.1361433709631
65400000,-863419.1022449359,299.9149540718072
65500000,-863118.6022449359,299.98207611889734
65600000,-862894.6022449359,300.303296868867
65700000,-862011.1022449359,298.1920648018524
65800000,-860178.1022449359,300.6134577714179
65900000,-863233.1022449359,300.48639779336287
66000000,-861838.6022449359,301.50692875481354
