/var/spool/slurmd/job23148859/slurm_script: line 9: source: /home/gridsan/jsass/.conda/envs/openmm_env: is a directory
#"Step","Potential Energy (kJ/mole)","Temperature (K)"
66100000,-862733.1022449359,297.93910742325517
66200000,-863585.6022449359,300.1376745975541
66300000,-863030.6022449359,297.5757962508219
66400000,-862535.6022449359,299.9080238947943
66500000,-864653.1022449359,299.7534821293936
66600000,-863031.6022449359,302.1380777294409
66700000,-863546.6022449359,300.4410324015272
66800000,-861994.6022449359,299.93751147564734
66900000,-862959.6022449359,301.54888894901416
67000000,-862339.6022449359,301.0254947495158
67100000,-863535.1022449359,301.6996537612388
67200000,-862589.8522449359,298.6066345509646
67300000,-863652.3522449359,300.24340723419743
67400000,-861856.6022449359,299.473498775152
67500000,-861665.1022449359,298.7630466021467
67600000,-863712.6022449359,301.0658814012152
67700000,-863645.8522449359,299.85839113108585
67800000,-862133.1022449359,300.1790028667739
67900000,-863130.1022449359,299.677070384391
68000000,-862545.8522449359,299.6427816513113
68100000,-861770.1022449359,299.5833580981821
68200000,-862397.6022449359,300.5595715969917
68300000,-862208.8522449359,301.1456644799566
68400000,-861813.3522449359,299.87811074502986
68500000,-862587.1022449359,298.5338879713145
68600000,-865293.6022449359,299.8584710281495
68700000,-862721.8522449359,301.645024148315
68800000,-864477.6022449359,299.9690461293869
68900000,-863204.8522449359,298.921523233264
69000000,-861136.6022449359,299.8788014042896
69100000,-862863.8522449359,297.2574957114987
69200000,-863320.6022449359,301.28659529527334
69300000,-862383.3522449359,300.16507743596674
69400000,-862806.6022449359,298.01626966808266
69500000,-863244.6022449359,297.6035554705141
69600000,-861185.1022449359,299.0005413236025
69700000,-864214.6022449359,300.50465708676944
69800000,-861427.1022449359,297.9323160249562
69900000,-863457.3522449359,299.0109922947778
70000000,-863526.6022449359,298.42442443295715
70100000,-861929.8522449359,300.36429252267874
70200000,-862217.3522449359,299.20405059919966
70300000,-860319.6022449359,299.3979450771768
70400000,-862947.1022449359,299.7798083787174
70500000,-861761.3522449359,300.04460565062175
70600000,-861806.1022449359,300.8803161700831
70700000,-863529.3522449359,300.2349857495095
70800000,-863607.6022449359,299.3692981240784
70900000,-864037.6022449359,301.39530819715554
71000000,-863458.8522449359,299.7634047000339
71100000,-862738.1022449359,298.6055594084483
71200000,-862887.6022449359,300.4919057719608
71300000,-863348.3522449359,299.2359194376229
71400000,-861386.6022449359,300.68953439040246
71500000,-862455.1022449359,299.604693920246
71600000,-864210.3522449359,298.97901059001197
71700000,-861514.6022449359,299.659699014136
71800000,-862735.1022449359,299.20518656193417
71900000,-862341.6022449359,301.8788643441428
72000000,-864562.6022449359,299.8565252338313
72100000,-864697.6022449359,298.52029521373134
72200000,-864251.3522449359,299.9498502348553
72300000,-864688.3522449359,300.72041687954135
72400000,-862536.6022449359,301.09853662782854
72500000,-862602.6022449359,301.8484323433426
72600000,-863126.6022449359,299.8029115020183
72700000,-862787.3522449359,299.276435256751
72800000,-861752.1022449359,299.2873322511924
72900000,-861629.1022449359,300.9221141491139
73000000,-861847.8522449359,299.38146597850425
73100000,-862297.3522449359,299.69351234113014
73200000,-862846.1022449359,299.61012503599625
73300000,-862718.6022449359,300.65389046350055
73400000,-863942.1022449359,299.62746510937245
73500000,-862286.3522449359,301.20615771220054
73600000,-863054.3522449359,300.56625281788575
73700000,-862663.1022449359,300.4358156078428
73800000,-863510.3522449359,298.42751143125025
73900000,-863804.6022449359,298.87902862952245
74000000,-862140.6022449359,300.3316981688301
74100000,-864455.1022449359,298.36558316933707
74200000,-862248.6022449359,300.73513812632
74300000,-863938.6022449359,299.6090692424101
74400000,-861625.1022449359,300.5858632015183
74500000,-863516.1022449359,299.0320985496316
74600000,-861482.6022449359,299.1041318062683
74700000,-862208.6022449359,300.74590377552784
74800000,-863255.8522449359,298.8602502217471
74900000,-862728.6022449359,299.21962867244577
75000000,-863786.6022449359,300.2688001841971
75100000,-862617.1022449359,300.90673031186543
75200000,-863964.8522449359,303.03122408360986
75300000,-862529.6022449359,300.5875713859252
75400000,-862386.6022449359,300.115998498668
75500000,-861904.3522449359,301.9434705212496
75600000,-863062.6022449359,299.81443198705136
75700000,-861896.3522449359,299.25779572228095
75800000,-862458.6022449359,301.240357995031
75900000,-863390.6022449359,300.0748844283511
76000000,-861699.6022449359,300.1253325468646
76100000,-862324.6022449359,299.36880836343545
76200000,-862884.1022449359,301.04714906422066
76300000,-862220.6022449359,300.91245499435064
76400000,-862487.6022449359,299.5131033404629
76500000,-862332.6022449359,299.9270255587294
76600000,-863379.6022449359,300.205759383415
76700000,-862766.3522449359,301.05726734432517
76800000,-864088.1022449359,298.71380283716377
76900000,-862072.1022449359,300.55595832165346
77000000,-862938.1022449359,299.0851282517093
77100000,-861489.3522449359,300.3614131075644
77200000,-862751.1022449359,301.059635129521
77300000,-863470.3522449359,299.06649203614256
77400000,-863127.1022449359,300.3136586924991
77500000,-862393.1022449359,299.4716570315586
77600000,-862975.1022449359,300.37192086920055
77700000,-863561.1022449359,300.750903628135
77800000,-861816.8522449359,300.9452785895175
77900000,-863894.6022449359,299.3229595357464
78000000,-863165.6022449359,301.5973481628591
78100000,-862402.8522449359,300.0111549702058
78200000,-861753.6022449359,299.1838917602306
78300000,-861578.8522449359,299.28091494512677
78400000,-863260.3522449359,301.27211536826184
78500000,-862001.6022449359,298.2954121459402
78600000,-863697.3522449359,300.49707603784475
78700000,-862081.3522449359,300.0332329721952
78800000,-862507.6022449359,299.65390045878837
78900000,-862530.3522449359,298.32166570557945
79000000,-863271.3522449359,301.4849648766296
79100000,-863596.6022449359,299.26183583407794
79200000,-863314.1022449359,300.01094525574365
79300000,-862179.8522449359,301.6792465377242
79400000,-863070.3522449359,300.03614362429374
79500000,-862080.6022449359,300.91235453134794
79600000,-862484.8522449359,299.2952047038532
79700000,-860824.6022449359,300.31755555067394
79800000,-861729.6022449359,300.7534427658021
79900000,-862613.1022449359,300.1310887217589
80000000,-862947.1022449359,299.7510702015453
80100000,-862999.1022449359,302.4401410866057
80200000,-864226.3522449359,299.27920851360835
80300000,-861577.1022449359,299.68760447551944
80400000,-862335.8522449359,302.84778591756026
80500000,-862694.6022449359,298.661860985496
80600000,-862721.8522449359,303.307378314033
80700000,-861964.1022449359,299.44451825607933
80800000,-863408.3522449359,300.7809332176075
80900000,-862940.6022449359,300.50984456952057
81000000,-862789.6022449359,298.06493301105263
81100000,-863388.6022449359,301.39577940548486
81200000,-863512.1022449359,302.08603029706114
81300000,-862945.6022449359,300.8550272013996
81400000,-862127.3522449359,300.56420891579336
81500000,-864705.3522449359,301.540303694445
81600000,-862419.6022449359,299.92706758834026
81700000,-861924.1022449359,299.140271949022
81800000,-862808.1022449359,299.1569600341127
81900000,-862668.6022449359,299.2403883835529
82000000,-861948.1022449359,300.21667370361286
82100000,-860946.8522449359,301.7965882442687
82200000,-861958.6022449359,298.4637469633561
82300000,-861817.1022449359,301.1145297955808
82400000,-863549.1022449359,300.94614356293187
82500000,-862884.6022449359,302.4129061581473
82600000,-860900.1022449359,299.595612855875
82700000,-861682.1022449359,303.1270264188174
82800000,-863805.1022449359,300.6179358874939
82900000,-862701.8522449359,298.53835055956813
83000000,-862892.6022449359,302.2744354589185
83100000,-862850.1022449359,300.38362861437275
83200000,-861972.1022449359,301.136352272663
83300000,-864028.6022449359,301.8578351679207
83400000,-862748.1022449359,299.44278785027245
83500000,-862493.1022449359,298.81242792844427
83600000,-861815.3522449359,302.2289463673027
83700000,-863323.8522449359,298.7909578976299
83800000,-860326.6022449359,300.5480625855015
83900000,-863223.6022449359,299.5097936765985
84000000,-862200.6022449359,300.3769772625534
84100000,-862451.3522449359,300.9572355510081
84200000,-862434.6022449359,300.21628776599556
84300000,-861582.3522449359,301.59813949748496
84400000,-862865.1022449359,297.1173253106951
84500000,-862233.1022449359,300.9283938305727
84600000,-862096.3522449359,299.89999003569955
84700000,-863269.8522449359,301.3798696338727
84800000,-864205.1022449359,298.5316893083711
84900000,-863272.1022449359,298.79866697093877
85000000,-862909.1022449359,300.0274609608148
85100000,-863406.8522449359,300.1251887872408
85200000,-863635.3522449359,299.8025453326604
85300000,-861023.8522449359,301.38063117321326
85400000,-861037.8522449359,300.8689881892579
85500000,-862209.1022449359,299.76251709342483
85600000,-864797.1022449359,301.03651619051516
85700000,-860843.8522449359,301.53407599517175
85800000,-862485.8522449359,299.57619993529926
85900000,-860919.6022449359,301.1084899206815
86000000,-863920.6022449359,300.66623275917146
86100000,-863556.6022449359,299.32676911957446
86200000,-863016.8522449359,298.80337579286186
86300000,-863292.1022449359,297.93119522659657
86400000,-863158.6022449359,300.2883608380757
86500000,-861006.6022449359,298.42257136654825
86600000,-862826.1022449359,300.7978436778282
86700000,-861686.6022449359,301.0200384971907
86800000,-863170.6022449359,298.6628972689739
86900000,-862686.6022449359,298.22731171836176
87000000,-863200.3522449359,300.9178383793724
87100000,-862105.6022449359,300.31171397660484
87200000,-861378.6022449359,299.27076991163983
87300000,-862556.6022449359,301.3997177458776
87400000,-862522.6022449359,300.75415022812183
87500000,-862740.1022449359,299.9743793946799
87600000,-864349.1022449359,301.6299206458493
87700000,-863548.3522449359,298.74945826966206
87800000,-863636.6022449359,299.0867736471744
87900000,-862972.1022449359,299.0754231878726
88000000,-862601.6022449359,302.552153803962
88100000,-862546.1022449359,298.5578121263125
88200000,-862219.6022449359,301.4516758994934
88300000,-862139.8522449359,303.7509029991186
88400000,-861831.3522449359,299.3223888904905
88500000,-863144.6022449359,300.0223435147372
88600000,-862394.1022449359,300.79211480222546
88700000,-862934.6022449359,297.14534519133633
88800000,-862033.3522449359,300.7374181863355
88900000,-861945.6022449359,298.4039642748475
89000000,-860979.1022449359,300.5110650518302
89100000,-861221.6022449359,298.55113486406765
89200000,-862283.1022449359,296.90340231004984
89300000,-862090.1022449359,300.513204036494
89400000,-862836.3522449359,299.8917134147892
89500000,-863437.6022449359,299.7293000048102
89600000,-861482.6022449359,299.0921360583995
89700000,-863098.6022449359,299.21530014168945
89800000,-862499.1022449359,298.72452370327824
89900000,-862973.1022449359,298.84168408303276
90000000,-862759.6022449359,299.2038158437304
90100000,-865061.1022449359,297.5350300697631
90200000,-861637.6022449359,300.94413730575917
90300000,-863453.3522449359,300.20383876182404
90400000,-865612.8522449359,299.185827098704
90500000,-863512.3522449359,300.9261266251166
90600000,-862956.3522449359,300.84329927378366
90700000,-863102.8522449359,299.09903406396506
90800000,-862624.6022449359,299.05159260008065
90900000,-863591.8522449359,298.9748476452199
91000000,-862973.1022449359,301.224305282315
91100000,-862485.3522449359,300.3131796436053
91200000,-863003.6022449359,301.81691290595717
91300000,-863729.1022449359,297.88466504513025
91400000,-861611.6022449359,299.4588145945953
91500000,-864226.6022449359,300.3672397569096
91600000,-862922.6022449359,300.2236260665009
91700000,-863004.6022449359,300.14401194621286
91800000,-863565.6022449359,300.2993074700804
91900000,-861258.1022449359,300.1317658090868
92000000,-862294.1022449359,300.5609673528797
92100000,-863381.6022449359,300.17406824316123
92200000,-863333.6022449359,301.523039077672
92300000,-863865.6022449359,300.44169200495355
92400000,-862822.3522449359,300.0302748809004
92500000,-862123.1022449359,298.5413292561946
92600000,-861559.6022449359,299.92914782413885
92700000,-862413.8522449359,301.8455963626733
92800000,-861686.8522449359,297.9820802355063
92900000,-862569.1022449359,299.2748619936902
93000000,-863982.6022449359,297.49851093616684
93100000,-861732.3522449359,300.12881019084244
93200000,-863072.3522449359,300.34074420365357
93300000,-863159.1022449359,298.3236987663006
93400000,-864226.3522449359,301.3430860391169
93500000,-862326.8522449359,299.466111216787
93600000,-862361.6022449359,299.3988495777948
93700000,-862694.6022449359,299.4419705791949
93800000,-862182.6022449359,299.61949841268085
93900000,-863438.3522449359,298.3299814918713
94000000,-861625.1022449359,300.3706397679272
94100000,-862948.6022449359,299.39333572769294
94200000,-863226.6022449359,300.25108472853935
94300000,-864048.1022449359,299.50967464487434
94400000,-860985.1022449359,300.10833206390566
94500000,-862281.3522449359,300.5661040948553
94600000,-863237.1022449359,300.39700315400705
94700000,-864246.1022449359,300.3837770863312
94800000,-862285.6022449359,299.06887427574395
94900000,-863397.1022449359,299.8998916397935
95000000,-862463.1022449359,299.94967676586214
95100000,-862615.3522449359,300.39583173939843
95200000,-861330.6022449359,301.034213904822
95300000,-862327.1022449359,300.09412091554117
95400000,-864275.8522449359,302.1823245342808
95500000,-862719.8522449359,301.24658614476795
95600000,-862802.6022449359,298.8772969596943
95700000,-862594.8522449359,298.53177741628554
95800000,-862191.1022449359,299.566753232221
95900000,-863536.1022449359,299.2797235611616
96000000,-863902.6022449359,299.1892123342263
96100000,-862085.6022449359,299.19246532734553
96200000,-862129.1022449359,299.3429851351883
96300000,-861924.6022449359,301.5919506968139
96400000,-861850.6022449359,300.5118193570307
96500000,-863943.1022449359,299.4251346059172
96600000,-861527.6022449359,301.60218048395
96700000,-865053.1022449359,301.56983294457604
96800000,-862959.6022449359,297.932004593935
96900000,-863210.3522449359,300.7516496646315
97000000,-864157.1022449359,298.5672323070492
97100000,-862440.6022449359,299.33166369528175
97200000,-862589.6022449359,299.49440731430764
97300000,-862475.8522449359,300.72917801512614
97400000,-862688.3522449359,298.91620115991014
97500000,-863450.6022449359,300.6939605205284
97600000,-862622.6022449359,299.76778644510756
97700000,-862849.6022449359,300.26107924222333
97800000,-862842.1022449359,300.0186645669514
97900000,-862503.1022449359,299.7771898405115
98000000,-863513.1022449359,300.64117932204874
98100000,-863278.1022449359,298.5307782384236
98200000,-863049.1022449359,300.5258122110968
98300000,-862115.6022449359,298.5409234994013
98400000,-861932.3522449359,300.5696059315755
98500000,-862748.8522449359,299.3911753473903
98600000,-863178.6022449359,298.5956654338424
98700000,-863189.1022449359,298.89371571632415
98800000,-861730.6022449359,301.66949817751834
98900000,-862474.8522449359,301.27744113494276
99000000,-862608.1022449359,299.48516660143326
99100000,-862046.6022449359,299.9432165888914
99200000,-863676.6022449359,301.32076499580745
99300000,-864054.1022449359,299.38784224421835
99400000,-862864.1022449359,298.70735999889985
99500000,-864100.6022449359,300.29311268483093
99600000,-861892.1022449359,301.39909402184895
99700000,-862097.3522449359,299.11461758593055
99800000,-862667.1022449359,298.91235045184976
99900000,-861855.1022449359,300.9612212852381
100000000,-864248.3522449359,300.5417525471185
Done
