/var/spool/slurmd/job23140310/slurm_script: line 9: source: /home/gridsan/jsass/.conda/envs/openmm_env: is a directory
#"Step","Potential Energy (kJ/mole)","Temperature (K)"
63100000,-1017813.9813791178,300.58843602526
63200000,-1018262.7313791178,299.401112482402
63300000,-1016660.2313791178,302.1774677610651
63400000,-1018507.2313791178,301.36748253733606
63500000,-1017756.7313791178,299.0407996604463
63600000,-1016656.7313791178,298.3678509521154
63700000,-1017705.2313791178,301.17948379399866
63800000,-1017078.2313791178,301.98076417517274
63900000,-1016134.2313791178,301.02716458051975
64000000,-1017327.9813791178,298.8683263029055
64100000,-1015681.2313791178,299.7215055416281
64200000,-1019152.7313791178,299.9170859909661
64300000,-1018446.4813791178,299.9389499827261
64400000,-1018533.9813791178,300.107313569521
64500000,-1017827.9813791178,301.0417155662306
64600000,-1016102.9813791178,298.28556311599885
64700000,-1017541.2313791178,299.83553380532584
64800000,-1018587.7313791178,300.0598795224745
64900000,-1018208.9813791178,301.3479166690506
65000000,-1018013.2313791178,300.60303600365444
65100000,-1018052.2313791178,298.7958406102126
65200000,-1016936.2313791178,300.5885939376859
65300000,-1019141.2313791178,296.8782233229587
65400000,-1018118.7313791178,300.4861060521387
65500000,-1017291.2313791178,298.1334055519738
65600000,-1015631.9813791178,300.7584610361225
65700000,-1014850.9813791178,297.6124630277249
65800000,-1017501.9813791178,299.7421897567993
65900000,-1016516.2313791178,300.25949889931763
66000000,-1016976.2313791178,298.8684076277708
66100000,-1017406.7313791178,301.5035051042592
66200000,-1017113.7313791178,298.69069297266424
66300000,-1017566.7313791178,300.2454166514372
66400000,-1017840.2313791178,300.68522402234856
66500000,-1017168.7313791178,299.05922467134474
66600000,-1018051.7313791178,298.040391872456
66700000,-1015948.7313791178,298.4682846979416
66800000,-1017054.7313791178,301.89757845600224
66900000,-1016694.2313791178,298.9873602393752
67000000,-1016408.7313791178,300.48538269450376
67100000,-1017931.7313791178,299.60865707508975
67200000,-1017318.2313791178,298.9449681783545
67300000,-1016837.7313791178,301.7572028306587
67400000,-1016492.7313791178,303.339656821255
67500000,-1017045.2313791178,300.7269927275343
67600000,-1015691.2313791178,299.7724485040045
67700000,-1015909.2313791178,299.9948286664258
67800000,-1017868.2313791178,300.67796290164387
67900000,-1017185.2313791178,299.52614397405154
68000000,-1016387.2313791178,299.6335224065196
68100000,-1018186.7313791178,299.16769697553303
68200000,-1018202.2313791178,301.1847548789239
68300000,-1015649.4813791178,302.08790815562304
68400000,-1015148.2313791178,301.40640481743594
68500000,-1015850.7313791178,296.0057025602963
68600000,-1017714.2313791178,298.8740112985143
68700000,-1017087.2313791178,300.02432559076334
68800000,-1015897.2313791178,298.3603120651389
68900000,-1017940.4813791178,301.4014243285052
69000000,-1016546.4813791178,301.0166075534481
69100000,-1016207.4813791178,299.9394754663556
69200000,-1017069.7313791178,300.2769945486348
69300000,-1015749.9813791178,300.9198559134865
69400000,-1018603.7313791178,300.03423396506105
69500000,-1017536.2313791178,300.29352611393074
69600000,-1018398.7313791178,298.370457641857
69700000,-1017055.7313791178,298.9709892466787
69800000,-1016799.2313791178,300.4502953035514
69900000,-1018238.2313791178,300.10946719807146
70000000,-1017622.9813791178,300.7074175044558
70100000,-1017974.2313791178,299.9019404363762
70200000,-1018608.2313791178,299.69257170512054
70300000,-1017883.9813791178,302.18995163282574
70400000,-1018954.7313791178,298.63097532259616
70500000,-1017925.7313791178,299.82827305810093
70600000,-1015831.2313791178,299.8889676417064
70700000,-1016189.7313791178,298.84276551579075
70800000,-1018286.2313791178,298.26436548983213
70900000,-1016753.2313791178,298.47651867690814
71000000,-1016455.2313791178,299.7146118011916
71100000,-1016044.2313791178,299.79924305428733
71200000,-1019339.4813791178,299.69785696111376
71300000,-1016436.9813791178,300.78449680264924
71400000,-1016952.4813791178,299.9880058889263
71500000,-1017054.7313791178,301.515128298397
71600000,-1016381.9813791178,299.33867517354577
71700000,-1018143.7313791178,298.8321008084592
71800000,-1018293.7313791178,297.6566079962736
71900000,-1016015.9813791178,299.7415335467686
72000000,-1016998.7313791178,299.2706833602227
72100000,-1017886.7313791178,298.80396489457166
72200000,-1015363.7313791178,299.1559868152763
72300000,-1015989.7313791178,299.3327641469977
72400000,-1015679.9813791178,299.39272014853526
72500000,-1018070.2313791178,301.48141921300765
72600000,-1016130.2313791178,299.5057772373086
72700000,-1016392.4813791178,300.5770009942933
72800000,-1016947.4813791178,302.28214014779405
72900000,-1018796.7313791178,300.96350525523724
73000000,-1017183.7313791178,300.40933061412045
73100000,-1017254.2313791178,300.7542560917266
73200000,-1016787.7313791178,301.9661149412104
73300000,-1016865.7313791178,298.4107888009748
73400000,-1016571.9813791178,301.13503452426534
73500000,-1019065.2313791178,300.6979452617825
73600000,-1016746.2313791178,300.0958238808397
73700000,-1015552.2313791178,300.4980308899569
73800000,-1016929.4813791178,300.12807359025186
73900000,-1016401.4813791178,301.12221286391735
74000000,-1016863.2313791178,299.85506289710645
74100000,-1018732.9813791178,300.7145940396499
74200000,-1017696.7313791178,298.46008359869546
74300000,-1015277.2313791178,299.28725681459906
74400000,-1017859.7313791178,297.27028810353755
74500000,-1015968.7313791178,301.31380918343984
74600000,-1016816.2313791178,300.2152679519477
74700000,-1017904.2313791178,300.23374290961186
74800000,-1016100.9813791178,298.5247792375223
74900000,-1019050.2313791178,300.4056745345935
75000000,-1016520.4813791178,298.8605841612254
75100000,-1016007.2313791178,299.4034145636012
75200000,-1017450.2313791178,301.44921455499036
75300000,-1018537.4813791178,301.46274204089275
75400000,-1016279.7313791178,300.96188098779504
75500000,-1016435.7313791178,298.7424658951027
75600000,-1017725.7313791178,301.54573116697946
75700000,-1018089.2313791178,300.5500851391031
75800000,-1018388.9813791178,301.743447973424
75900000,-1016101.7313791178,301.0765690666744
76000000,-1017498.2313791178,298.7761983598426
76100000,-1015430.2313791178,300.1190715831096
76200000,-1017417.9813791178,297.9889362574049
76300000,-1015386.7313791178,301.05567419762224
76400000,-1017563.7313791178,301.7797240637047
76500000,-1017286.9813791178,300.9840562460045
76600000,-1016820.4813791178,300.8614723396985
76700000,-1018903.2313791178,298.4005163376238
76800000,-1017369.9813791178,298.8761967014661
76900000,-1018634.7313791178,299.6262691262734
77000000,-1018379.2313791178,299.4760473205709
77100000,-1017757.2313791178,302.3174079234424
77200000,-1018701.7313791178,298.46064970270476
77300000,-1016223.2313791178,300.5703651258672
77400000,-1016234.9813791178,299.3144359328108
77500000,-1017071.7313791178,299.79578191564457
77600000,-1016919.7313791178,300.5025050135149
77700000,-1018479.2313791178,300.565867709419
77800000,-1018002.2313791178,300.9410577881639
77900000,-1017045.9813791178,299.5349836716008
78000000,-1018561.4813791178,299.35042121156164
78100000,-1018279.7313791178,298.8116124580649
78200000,-1017471.9813791178,297.8265168689542
78300000,-1017583.7313791178,301.4133714225777
78400000,-1016130.7313791178,300.71334095694675
78500000,-1016255.7313791178,299.8320923964447
78600000,-1017015.4813791178,299.4647028973037
78700000,-1017764.7313791178,300.57103746835264
78800000,-1018256.7313791178,299.2247521012441
78900000,-1019255.2313791178,299.4937624164939
79000000,-1016900.4813791178,298.8518970117498
79100000,-1015736.2313791178,300.3016977661241
79200000,-1018696.4813791178,299.167036076308
79300000,-1017313.4813791178,300.63956985908624
79400000,-1018516.4813791178,299.9720282167027
79500000,-1018431.7313791178,302.5359132515831
79600000,-1018369.2313791178,304.02564839366187
79700000,-1017810.2313791178,299.4585051335704
79800000,-1017777.4813791178,299.4185627377821
79900000,-1017521.2313791178,299.2051523931182
80000000,-1018336.7313791178,300.967461785623
80100000,-1016257.4813791178,299.40912127903175
80200000,-1017756.4813791178,300.08570782484264
80300000,-1018484.2313791178,298.60308717662735
80400000,-1017118.9813791178,299.9490779920251
80500000,-1017592.4813791178,301.33108089728125
80600000,-1017016.4813791178,300.4335769073375
80700000,-1015550.9813791178,299.46382581417316
80800000,-1016767.4813791178,298.0006833133544
80900000,-1016842.7313791178,300.9476037017545
81000000,-1017159.9813791178,298.7260996734616
81100000,-1017622.7313791178,299.7384377335549
81200000,-1014063.2313791178,302.2825931747096
81300000,-1017027.9813791178,300.57350397844465
81400000,-1016435.4813791178,302.2345385044429
81500000,-1016932.4813791178,297.60951154454415
81600000,-1018178.2313791178,302.56164281986
81700000,-1017610.9813791178,298.97937415562234
81800000,-1017481.7313791178,301.21084551067554
81900000,-1017634.2313791178,301.0574191367705
82000000,-1017841.7313791178,300.3887690636231
82100000,-1017831.4813791178,298.1775272861907
82200000,-1017415.9813791178,301.1607765518437
82300000,-1016942.7313791178,299.0002883710884
82400000,-1017950.2313791178,301.1730043836451
82500000,-1016013.2313791178,300.6110116510077
82600000,-1017631.2313791178,300.4174821339001
82700000,-1015052.9813791178,300.7322867593877
82800000,-1017562.4813791178,300.84757238783254
82900000,-1017620.2313791178,298.71718688442184
83000000,-1016524.7313791178,299.2547293733233
83100000,-1019023.2313791178,301.3349419907292
83200000,-1017717.2313791178,298.96076373911944
83300000,-1018168.7313791178,300.830609856821
83400000,-1016333.4813791178,299.93926011516857
83500000,-1018132.2313791178,299.4480335502973
83600000,-1017942.7313791178,301.92208807969337
83700000,-1017794.2313791178,300.6943136563253
83800000,-1016524.9813791178,304.6352518617578
83900000,-1016295.2313791178,298.45201741278794
84000000,-1017130.2313791178,299.2000662988851
84100000,-1016498.2313791178,298.8977178904176
84200000,-1017926.9813791178,298.5867566500219
84300000,-1017683.2313791178,301.5167927403128
84400000,-1018282.4813791178,301.02919873984445
84500000,-1016701.9813791178,301.4294587148018
84600000,-1018685.7313791178,301.2451888611918
84700000,-1018410.2313791178,301.42491365124323
84800000,-1017929.7313791178,301.8292259159347
84900000,-1017004.7313791178,299.0796755094118
85000000,-1017419.7313791178,302.6915028044494
85100000,-1016333.2313791178,301.5146011207865
85200000,-1016703.4813791178,298.9193293360008
85300000,-1018204.2313791178,301.8161861072505
85400000,-1013910.2313791178,300.602082975202
85500000,-1016572.4813791178,299.18437605693003
85600000,-1017163.7313791178,298.82165530935
85700000,-1017188.7313791178,302.2900042176434
85800000,-1016642.2313791178,298.19957106067426
85900000,-1015804.7313791178,301.29915855447734
86000000,-1017458.2313791178,301.99074111293714
86100000,-1015698.7313791178,299.6670963748097
86200000,-1019220.2313791178,299.75972069267107
86300000,-1017061.2313791178,301.5950794595558
86400000,-1016690.2313791178,300.1598157863996
86500000,-1018410.7313791178,300.65029113094283
86600000,-1017535.7313791178,300.0371036062409
86700000,-1018437.7313791178,300.81399060486353
86800000,-1016695.9813791178,299.85176676486367
86900000,-1017534.7313791178,301.05306503064566
87000000,-1018620.7313791178,299.18947548597305
87100000,-1019212.2313791178,299.2970391565121
87200000,-1018500.7313791178,298.69441833547694
87300000,-1018155.7313791178,300.8137244391123
87400000,-1017961.2313791178,298.2109707604291
87500000,-1016870.2313791178,299.36388623666244
87600000,-1016823.4813791178,300.3990453501841
87700000,-1018542.2313791178,300.7279389203828
87800000,-1015926.4813791178,300.18689650787235
87900000,-1015915.2313791178,300.049079153719
88000000,-1017667.9813791178,299.976471542479
88100000,-1017211.4813791178,299.811091010787
88200000,-1017391.2313791178,298.77492374948696
88300000,-1015445.2313791178,299.66962702849565
88400000,-1016409.2313791178,301.13087501482636
88500000,-1016507.7313791178,301.77387117095566
88600000,-1016162.4813791178,299.57040986273176
88700000,-1017389.7313791178,300.67272814373445
88800000,-1017086.7313791178,300.1040715762803
88900000,-1016510.2313791178,299.7085176145018
89000000,-1017132.7313791178,300.88417087338183
89100000,-1015706.9813791178,300.0577036245968
89200000,-1017067.2313791178,299.85646379950407
89300000,-1017528.4813791178,300.9064073771563
89400000,-1015932.7313791178,300.46392616324965
89500000,-1014881.7313791178,301.3612147572916
89600000,-1015537.9813791178,299.9509245365277
89700000,-1016029.7313791178,301.0231191967172
89800000,-1016690.7313791178,301.5867266648561
89900000,-1014982.9813791178,299.037254313446
90000000,-1018961.7313791178,302.22689575985976
90100000,-1016487.7313791178,298.57058630456686
90200000,-1018491.7313791178,298.75035367930747
90300000,-1018464.2313791178,298.4015692708716
90400000,-1016220.4813791178,299.91943010340486
90500000,-1015941.7313791178,301.89818165956046
90600000,-1015391.4813791178,299.2796486895546
90700000,-1018082.7313791178,300.966133897416
90800000,-1016911.9813791178,303.08539500415014
90900000,-1016259.2313791178,299.7461454156107
91000000,-1015750.2313791178,299.12650924008176
91100000,-1017641.4813791178,301.0813933949998
91200000,-1016960.4813791178,297.6671139673986
91300000,-1016031.9813791178,301.32717708699164
91400000,-1016550.2313791178,300.7638426313043
91500000,-1018138.7313791178,298.5511410702973
91600000,-1016452.9813791178,298.92135984570217
91700000,-1017086.2313791178,300.6847051468945
91800000,-1017225.2313791178,300.92923281106386
91900000,-1016648.4813791178,300.6819235209154
92000000,-1019573.2313791178,301.3329875570977
92100000,-1016709.2313791178,300.49404839144603
92200000,-1017179.2313791178,301.13014000334755
92300000,-1019609.2313791178,300.8328850760248
92400000,-1017630.2313791178,299.5978143175636
92500000,-1017472.2313791178,300.51379078903005
92600000,-1017968.7313791178,300.2394510389821
92700000,-1018045.7313791178,300.9962188688657
92800000,-1015412.7313791178,299.1990965004825
92900000,-1017191.4813791178,300.89384292682945
93000000,-1017909.2313791178,301.02277339135674
93100000,-1019091.7313791178,299.78083253163703
93200000,-1017392.7313791178,299.0574245701656
93300000,-1017070.4813791178,300.2432914674038
93400000,-1017790.9813791178,298.8273597236606
93500000,-1015856.4813791178,299.50456161549
93600000,-1015768.9813791178,298.8686324150322
93700000,-1016272.9813791178,300.3941722295024
93800000,-1016920.2313791178,300.37197644655197
93900000,-1015849.4813791178,299.3964355035163
94000000,-1016429.4813791178,298.85304119804283
94100000,-1017734.2313791178,298.7482251705072
94200000,-1015079.7313791178,297.84457628307234
94300000,-1018089.7313791178,300.0119391377951
94400000,-1017085.4813791178,302.0066867236266
94500000,-1017489.9813791178,300.88784089155894
94600000,-1017238.9813791178,298.61787886346025
94700000,-1016274.2313791178,300.7620955088032
94800000,-1016929.7313791178,300.61810325523345
94900000,-1016678.2313791178,297.48590931990447
95000000,-1017167.2313791178,300.64859470202447
95100000,-1016515.2313791178,298.21092440003196
95200000,-1016977.7313791178,300.258866164167
95300000,-1017850.7313791178,299.9733033340993
95400000,-1016367.2313791178,301.4982817625085
95500000,-1015958.9813791178,300.49000316472683
95600000,-1018392.9813791178,298.6144058294363
95700000,-1016752.4813791178,298.78690561867194
95800000,-1016602.9813791178,300.2032388764467
95900000,-1017402.7313791178,299.579673334557
96000000,-1017049.2313791178,300.3703429814362
96100000,-1017753.7313791178,300.49141572150586
96200000,-1016555.2313791178,300.3393113679539
96300000,-1016079.7313791178,299.03832650824154
96400000,-1017870.4813791178,299.35040184631225
96500000,-1016736.7313791178,300.6288718596156
96600000,-1016825.7313791178,300.5822085406681
96700000,-1016880.2313791178,299.8703828231712
96800000,-1019585.7313791178,298.6867524698799
96900000,-1018018.4813791178,297.7362620053358
97000000,-1018882.2313791178,298.9708945566653
97100000,-1016979.7313791178,299.8602087087549
97200000,-1018100.7313791178,299.91502483414416
97300000,-1018973.7313791178,301.76318281443423
97400000,-1017873.7313791178,300.0063336740378
97500000,-1017301.4813791178,299.5830347464202
97600000,-1017924.2313791178,299.2209550000606
97700000,-1016702.2313791178,298.98881246114064
97800000,-1017962.9813791178,298.65340742855756
97900000,-1017275.7313791178,301.0891974462751
98000000,-1016768.2313791178,298.815591295158
98100000,-1018443.7313791178,303.18132020873884
98200000,-1018793.7313791178,300.7144141621369
98300000,-1017405.7313791178,300.10745373173796
98400000,-1018272.2313791178,301.1769818587772
98500000,-1017669.9813791178,299.32056446623903
98600000,-1017897.7313791178,300.45950379624344
98700000,-1017073.7313791178,299.738723586368
98800000,-1018306.2313791178,298.7828383799287
98900000,-1018508.7313791178,298.338048576953
99000000,-1017282.4813791178,300.7054772241445
99100000,-1014630.9813791178,299.69670055492895
99200000,-1017613.7313791178,299.46011379590027
99300000,-1017938.9813791178,299.91442146133767
99400000,-1017629.2313791178,301.3863174396435
99500000,-1016745.2313791178,298.61736809870104
99600000,-1018004.4813791178,299.3046818477018
99700000,-1017130.2313791178,298.8580203534005
99800000,-1018009.9813791178,299.0994539256824
99900000,-1017151.2313791178,299.41997616470695
100000000,-1016339.2313791178,301.4073399429937
Done
