/var/spool/slurmd/job23140310/slurm_script: line 9: source: /home/gridsan/jsass/.conda/envs/openmm_env: is a directory
#"Step","Potential Energy (kJ/mole)","Temperature (K)"
21500000,-1017750.4813791178,299.76711418933627
21600000,-1015857.9813791178,302.4219984577737
21700000,-1017498.7313791178,299.73245206600706
21800000,-1016814.9813791178,299.9449071773259
21900000,-1017462.4813791178,298.4618680062058
22000000,-1016561.7313791178,302.0574808352603
22100000,-1015701.4813791178,300.78183079079776
22200000,-1016743.7313791178,298.5491349929196
22300000,-1018014.4813791178,301.2310793557698
22400000,-1018445.7313791178,300.13543757836993
22500000,-1018559.2313791178,300.07706094636853
22600000,-1017261.2313791178,300.55025660731576
22700000,-1016993.2313791178,299.6090241120051
22800000,-1017454.2313791178,303.7440000691624
22900000,-1018485.9813791178,301.31549498057433
23000000,-1016014.2313791178,300.80579032624485
23100000,-1014852.7313791178,300.34016855092864
23200000,-1018055.4813791178,301.3715389377012
23300000,-1016219.2313791178,300.9632629795446
23400000,-1018733.2313791178,299.5328355019856
23500000,-1017078.2313791178,301.1246262255867
23600000,-1016169.2313791178,300.9044170099959
23700000,-1015696.7313791178,299.91191803030415
23800000,-1015331.2313791178,301.71189901799306
23900000,-1017166.7313791178,301.33654244997126
24000000,-1016291.7313791178,300.0153346310032
24100000,-1019223.2313791178,300.4804856074704
24200000,-1015687.2313791178,299.6713133199954
24300000,-1015347.7313791178,301.2899825043243
24400000,-1016218.7313791178,300.836174271136
24500000,-1017516.7313791178,298.8843579675167
24600000,-1017615.2313791178,299.77296755955587
24700000,-1016372.7313791178,302.1857405343308
24800000,-1016364.9813791178,302.9355244627698
24900000,-1016071.2313791178,300.0376007429589
25000000,-1019870.2313791178,300.6830391529979
25100000,-1018079.9813791178,299.31097332199045
25200000,-1017064.2313791178,301.36539757067214
25300000,-1016182.7313791178,298.9901645370627
25400000,-1018263.7313791178,300.2862776729873
25500000,-1016055.9813791178,300.83847298344455
25600000,-1017892.7313791178,299.4434824089973
25700000,-1016730.7313791178,298.79916734730983
25800000,-1016274.4813791178,297.8188262968752
25900000,-1015873.7313791178,301.14322217638323
26000000,-1017341.4813791178,299.6414828098073
26100000,-1015416.7313791178,298.3457754138218
26200000,-1017474.7313791178,299.92539856520636
26300000,-1017959.7313791178,301.66695204442317
26400000,-1015053.7313791178,299.24278251988994
26500000,-1016515.4813791178,299.6477204456894
26600000,-1018060.7313791178,300.1654034729928
26700000,-1015271.2313791178,300.95265978065675
26800000,-1016702.2313791178,299.71960154581535
26900000,-1016804.7313791178,300.07098321188454
27000000,-1017508.7313791178,301.60630571594515
27100000,-1017333.2313791178,300.3194749851805
27200000,-1018269.2313791178,298.8317461601206
27300000,-1019029.4813791178,297.9925676068457
27400000,-1017731.7313791178,299.20900197715264
27500000,-1015040.7313791178,300.77044655652867
27600000,-1016176.7313791178,299.5036604830906
27700000,-1018159.7313791178,299.7055625592251
27800000,-1016361.2313791178,300.6758965186967
27900000,-1018282.2313791178,297.58831786753706
28000000,-1017419.4813791178,299.8817713456951
28100000,-1017335.2313791178,300.7838327560553
28200000,-1018712.9813791178,300.785184863537
28300000,-1016232.7313791178,299.75421428728833
28400000,-1017136.2313791178,299.7960894780102
28500000,-1017111.7313791178,299.4802140081916
28600000,-1015200.2313791178,299.79900309819317
28700000,-1016916.7313791178,300.59536860286835
28800000,-1018226.9813791178,300.43008662171184
28900000,-1017912.2313791178,300.25982801075577
29000000,-1016484.7313791178,299.7660248072594
29100000,-1015924.9813791178,298.8879720328022
29200000,-1016872.7313791178,300.41808346740004
29300000,-1016305.7313791178,298.75391379983813
29400000,-1017401.2313791178,300.3145561438214
29500000,-1017713.2313791178,299.80834363978374
29600000,-1015974.2313791178,301.62300007343595
29700000,-1015178.7313791178,299.69603001559756
29800000,-1016233.7313791178,298.5341925965687
29900000,-1017249.4813791178,299.04164753934157
30000000,-1016535.2313791178,300.11645398901743
30100000,-1019437.7313791178,302.0837187459816
30200000,-1017971.7313791178,300.1707014600917
30300000,-1016012.2313791178,302.40720479078135
30400000,-1015943.2313791178,300.1832631621588
30500000,-1018079.2313791178,299.17498173793075
30600000,-1016748.9813791178,300.34043189584054
30700000,-1015886.7313791178,300.4093514951328
30800000,-1017139.4813791178,300.5482950570641
30900000,-1017416.4813791178,300.93142022601984
31000000,-1017223.4813791178,298.7603350831918
31100000,-1016767.7313791178,300.2989330047366
31200000,-1016777.9813791178,301.4082283045891
31300000,-1015329.2313791178,299.94086701234824
31400000,-1017732.2313791178,299.70397230648484
31500000,-1017061.7313791178,299.8247184132646
31600000,-1017145.7313791178,301.1019050674896
31700000,-1016006.2313791178,300.82868888345837
31800000,-1016898.7313791178,298.1653150557289
31900000,-1016582.7313791178,299.3319567079006
32000000,-1019174.2313791178,299.7499951408705
32100000,-1017657.2313791178,299.40369521364636
32200000,-1016851.7313791178,298.52258650870294
32300000,-1016292.7313791178,299.32247357088755
32400000,-1016810.2313791178,298.48603412350985
32500000,-1018092.4813791178,300.45429387809276
32600000,-1016194.2313791178,301.03063053581246
32700000,-1016942.2313791178,299.6492742809479
32800000,-1016592.9813791178,300.74525466889776
32900000,-1016592.9813791178,298.7009275662868
33000000,-1016591.7313791178,300.81271116914905
33100000,-1018287.7313791178,298.0051196870205
33200000,-1017018.7313791178,298.11326048549665
33300000,-1015572.7313791178,301.41587897404617
33400000,-1017817.2313791178,298.6352223549313
33500000,-1016966.2313791178,298.96712320902594
33600000,-1017276.7313791178,301.1790378399563
33700000,-1016553.4813791178,300.77205808950526
33800000,-1015824.7313791178,301.54097059738683
33900000,-1019549.4813791178,300.78115040648
34000000,-1017251.2313791178,299.5842456345041
34100000,-1018260.2313791178,298.72497859132665
34200000,-1016493.2313791178,298.60615086694054
34300000,-1016473.2313791178,298.8131976019166
34400000,-1016033.7313791178,300.36902275717574
34500000,-1016354.2313791178,301.5952627626723
34600000,-1017026.9813791178,300.7392148624279
34700000,-1017506.7313791178,300.9519234799469
34800000,-1017384.2313791178,299.2442469732134
34900000,-1017631.9813791178,298.63441266611136
35000000,-1017068.7313791178,301.53887458146403
35100000,-1017430.2313791178,300.12619640551384
35200000,-1017022.7313791178,299.7270073240385
35300000,-1018142.2313791178,301.0131907403638
35400000,-1017503.4813791178,301.250087780064
35500000,-1017389.2313791178,299.36459325764054
35600000,-1016613.7313791178,299.59077817455176
35700000,-1018204.2313791178,299.8128771927279
35800000,-1017527.2313791178,301.1268098130891
35900000,-1016467.7313791178,299.8575272418261
36000000,-1016787.7313791178,301.01142365398204
36100000,-1018839.7313791178,300.45591720082484
36200000,-1017936.2313791178,300.1359790771434
36300000,-1016380.7313791178,301.4742696809678
36400000,-1016331.7313791178,298.92913717413626
36500000,-1015458.9813791178,299.5144277334547
36600000,-1016541.7313791178,297.92940375256256
36700000,-1017489.9813791178,299.96287367851573
36800000,-1017131.7313791178,298.89262043695464
36900000,-1015728.7313791178,300.9861915092273
37000000,-1016801.7313791178,301.4171871721166
37100000,-1016756.2313791178,299.86803405015536
37200000,-1017502.7313791178,300.2708403900133
37300000,-1016289.7313791178,300.253625202304
37400000,-1016701.4813791178,300.51478000598325
37500000,-1016063.7313791178,300.3769483805941
37600000,-1017768.7313791178,298.57732950085267
37700000,-1016017.9813791178,301.94780127050484
37800000,-1016846.4813791178,300.6529380614005
37900000,-1017760.7313791178,300.4389208498032
38000000,-1016582.7313791178,301.1191729116492
38100000,-1017922.2313791178,298.9277925509099
38200000,-1017475.2313791178,299.2454279732945
38300000,-1018257.9813791178,298.83193090336977
38400000,-1017409.9813791178,300.77588582397703
38500000,-1016595.7313791178,299.7989520177207
38600000,-1015621.7313791178,298.5829822386411
38700000,-1017076.9813791178,301.52415414419147
38800000,-1015745.4813791178,301.11667535136075
38900000,-1015494.7313791178,299.5676548556957
39000000,-1017615.7313791178,299.09593805435856
39100000,-1017959.7313791178,300.8008629310827
39200000,-1015945.7313791178,299.57019783986976
39300000,-1016589.2313791178,299.32488691119346
39400000,-1016963.2313791178,301.7295966092869
39500000,-1017600.2313791178,300.50116107515913
39600000,-1017159.4813791178,300.14733526464306
39700000,-1017141.7313791178,299.9107287849882
39800000,-1016103.2313791178,300.2324017846719
39900000,-1016751.9813791178,300.15211703138544
40000000,-1017375.7313791178,299.90640754375517
40100000,-1016932.7313791178,301.96157321983407
40200000,-1016786.4813791178,299.9717834750538
40300000,-1016406.2313791178,300.53807231034614
40400000,-1018641.7313791178,302.53859352832933
40500000,-1017710.2313791178,298.63804797069685
40600000,-1018119.2313791178,298.2596069090268
40700000,-1015240.2313791178,298.73410835780635
40800000,-1014565.4813791178,300.1010684328695
40900000,-1015729.2313791178,300.5445903784798
41000000,-1017495.7313791178,298.67752083292766
41100000,-1019940.7313791178,299.72681994674457
41200000,-1018012.2313791178,299.93938266374965
41300000,-1017924.7313791178,301.3676921277325
41400000,-1016920.2313791178,299.99080452448254
41500000,-1017715.9813791178,299.99628798802956
41600000,-1016608.7313791178,300.5341678121631
41700000,-1016691.2313791178,300.2010993362542
41800000,-1017341.7313791178,300.34169784037704
41900000,-1017476.7313791178,301.32893112914957
42000000,-1018585.7313791178,298.55105265211813
42100000,-1017659.7313791178,300.5193709494533
42200000,-1018933.9813791178,299.1970266219432
42300000,-1016494.2313791178,298.29980365226663
42400000,-1014587.7313791178,297.0954492250056
42500000,-1016994.4813791178,301.0368257238274
42600000,-1017252.7313791178,300.4196703858339
42700000,-1016119.2313791178,299.1032259919977
42800000,-1016892.4813791178,299.3348564548505
42900000,-1017158.2313791178,299.9967140622923
43000000,-1017116.4813791178,299.8978641278963
43100000,-1016922.2313791178,302.1635158381188
43200000,-1017460.2313791178,300.2389451647048
43300000,-1015965.7313791178,302.54007531802625
43400000,-1016134.9813791178,297.865951466902
43500000,-1018066.4813791178,299.68761077209587
43600000,-1017085.9813791178,299.4507261595227
43700000,-1017003.2313791178,301.65596837965296
43800000,-1016501.9813791178,300.75446207986835
43900000,-1016626.9813791178,299.8057653596145
44000000,-1016455.4813791178,299.4661310845399
44100000,-1017018.2313791178,299.89674711776365
44200000,-1018394.2313791178,299.12228499806895
44300000,-1017087.9813791178,300.6422505022149
44400000,-1017166.2313791178,300.9201131986496
44500000,-1018504.9813791178,297.0741131638688
44600000,-1018690.2313791178,301.9506137747834
44700000,-1016480.4813791178,299.2029561095845
44800000,-1017919.7313791178,299.9372082289275
44900000,-1018501.4813791178,299.9675725117791
45000000,-1017137.7313791178,301.12058505603625
45100000,-1018064.7313791178,299.52589846076063
45200000,-1019325.7313791178,302.31217031431834
45300000,-1018429.7313791178,299.3865850535483
45400000,-1016945.2313791178,297.20041600531476
45500000,-1018601.7313791178,298.5441927896377
45600000,-1018114.2313791178,302.03921761176366
45700000,-1018146.7313791178,301.4132602609573
45800000,-1017440.2313791178,300.894235695069
45900000,-1017719.2313791178,301.1759889554536
46000000,-1015684.4813791178,301.3323631988467
46100000,-1016629.9813791178,299.3527761324382
46200000,-1014943.7313791178,299.71210948694704
46300000,-1018149.2313791178,299.3062952906349
46400000,-1017243.2313791178,301.1802223593087
46500000,-1016892.7313791178,299.7590918789727
46600000,-1018279.2313791178,302.0174411816847
46700000,-1017268.2313791178,302.1400878009556
46800000,-1016565.2313791178,298.7999382513501
46900000,-1018879.2313791178,300.5317387282599
47000000,-1017824.2313791178,298.63983874896826
47100000,-1015950.9813791178,300.0974163597037
47200000,-1018130.7313791178,300.3678838333799
47300000,-1015303.4813791178,298.31954775231236
47400000,-1016696.2313791178,300.40671405798906
47500000,-1017203.2313791178,300.7368124602524
47600000,-1017287.2313791178,301.85286460943826
47700000,-1018063.2313791178,301.9341904175498
47800000,-1017442.7313791178,301.2765104384115
47900000,-1015364.9813791178,299.37966895906146
48000000,-1018805.4813791178,299.5095752021258
48100000,-1016777.7313791178,300.76323172042277
48200000,-1015900.7313791178,299.326770442362
48300000,-1016863.9813791178,301.03448874598257
48400000,-1017492.2313791178,303.25441742785694
48500000,-1018210.7313791178,298.9546113173977
48600000,-1017201.7313791178,302.0370823623198
48700000,-1016750.2313791178,298.7559848227898
48800000,-1018798.4813791178,300.1176351433416
48900000,-1018445.9813791178,299.21844645484913
49000000,-1016125.2313791178,300.12337743459716
49100000,-1016696.9813791178,299.346102843545
49200000,-1016772.9813791178,299.4085409379435
49300000,-1015781.7313791178,300.5598374775685
49400000,-1016897.4813791178,300.7357284476568
49500000,-1016826.7313791178,299.5620401358219
49600000,-1017832.9813791178,299.87796772927896
49700000,-1016206.9813791178,300.81026422855695
49800000,-1018563.4813791178,301.4963255815227
49900000,-1014623.2313791178,299.9546887795341
50000000,-1016910.2313791178,300.1870156611701
50100000,-1017517.2313791178,300.71084134792073
50200000,-1018952.2313791178,298.5956893461896
50300000,-1018014.7313791178,301.5697451348257
50400000,-1018647.9813791178,301.35409212824965
50500000,-1016552.2313791178,301.82166672938246
50600000,-1016857.7313791178,301.3575048567047
50700000,-1016991.7313791178,297.91684772045204
50800000,-1015813.2313791178,299.8818092900773
50900000,-1017880.2313791178,299.22191425081525
51000000,-1014731.7313791178,298.38857463491513
51100000,-1015926.9813791178,300.74243514070685
51200000,-1014950.7313791178,301.0004479248326
51300000,-1016596.4813791178,299.7695200149464
51400000,-1017229.9813791178,301.510067497741
51500000,-1018176.2313791178,300.9027334382698
51600000,-1015777.4813791178,298.74178139137643
51700000,-1016080.7313791178,300.9112547924967
51800000,-1015354.4813791178,299.522304157004
51900000,-1017690.2313791178,301.1936498003377
52000000,-1016609.2313791178,299.3245261773555
52100000,-1017987.7313791178,299.73539870978834
52200000,-1017949.9813791178,299.77922821749456
52300000,-1016456.2313791178,300.274462044625
52400000,-1018917.9813791178,300.74808835620485
52500000,-1018157.7313791178,301.04880890268697
52600000,-1016850.7313791178,300.27595658933785
52700000,-1016961.2313791178,299.0438422633147
52800000,-1016469.9813791178,300.701315377938
52900000,-1016549.9813791178,300.6493878747219
53000000,-1015711.2313791178,301.10475556189346
53100000,-1017596.2313791178,299.85363404865075
53200000,-1018331.7313791178,300.29016482020734
53300000,-1016796.2313791178,300.51808301890514
53400000,-1016864.7313791178,299.6715844687749
53500000,-1015422.4813791178,299.1275947954988
53600000,-1017378.7313791178,299.7291876583282
53700000,-1017279.7313791178,298.7335648321952
53800000,-1017517.9813791178,299.90322064320026
53900000,-1017487.2313791178,301.63433236294514
54000000,-1017491.4813791178,300.71428272026594
54100000,-1016925.7313791178,300.02375556574367
54200000,-1017491.7313791178,300.5199519768985
54300000,-1018093.2313791178,299.86890852758467
54400000,-1016026.9813791178,301.03219532078685
54500000,-1018891.2313791178,299.9897500353122
54600000,-1016784.9813791178,300.86395724227856
54700000,-1016597.2313791178,300.3298277390772
54800000,-1015557.2313791178,299.46661973901655
54900000,-1016200.2313791178,299.6463935025359
55000000,-1017234.2313791178,298.13196548601354
55100000,-1016602.7313791178,300.30030237709866
55200000,-1017063.9813791178,301.12199792805063
55300000,-1016960.2313791178,298.5969332752463
55400000,-1015918.9813791178,301.148327908166
55500000,-1015452.4813791178,300.6025200718055
55600000,-1017283.2313791178,299.2255789946636
55700000,-1016660.7313791178,300.25732234321424
55800000,-1016401.2313791178,300.6317092794716
55900000,-1016049.2313791178,299.4668159980354
56000000,-1019257.7313791178,300.627267611841
56100000,-1015736.7313791178,298.74387356934784
56200000,-1017967.2313791178,301.2564696346608
56300000,-1016533.2313791178,300.28048927778235
56400000,-1017098.7313791178,299.6636206508797
56500000,-1018320.7313791178,302.4818609728701
56600000,-1019282.4813791178,298.47455332322903
56700000,-1018728.2313791178,302.83800985828964
56800000,-1016279.7313791178,300.55383500562425
56900000,-1017949.7313791178,300.0692766561394
57000000,-1015983.9813791178,300.2649875862471
57100000,-1015854.7313791178,300.5552585161629
57200000,-1017624.7313791178,298.8749928927512
57300000,-1017339.7313791178,299.81162104098905
57400000,-1015679.2313791178,299.59046446654133
57500000,-1019383.7313791178,300.5349863193685
57600000,-1016998.2313791178,299.5225136128861
57700000,-1019724.4813791178,301.4630928805075
57800000,-1017143.7313791178,299.81484001124693
57900000,-1015835.7313791178,302.1952061093122
58000000,-1017355.9813791178,299.48497247890185
58100000,-1017168.7313791178,300.60303051476694
58200000,-1017540.4813791178,301.04027074858993
58300000,-1015816.2313791178,300.6896424802325
58400000,-1017431.2313791178,300.2701707433216
58500000,-1017228.7313791178,298.65106951590946
58600000,-1017248.2313791178,299.0356860219438
58700000,-1015922.2313791178,300.6433109169381
58800000,-1018666.7313791178,298.4794079910754
58900000,-1018323.9813791178,300.8570757603763
59000000,-1016983.7313791178,300.99048818501444
59100000,-1018109.7313791178,300.01341347380554
59200000,-1017362.2313791178,298.8248778825302
59300000,-1016571.2313791178,301.1245312058227
59400000,-1017601.7313791178,299.9413643029961
59500000,-1016498.9813791178,299.8548545948593
59600000,-1017196.4813791178,300.36603080586997
59700000,-1017731.7313791178,301.72009629928374
59800000,-1017241.7313791178,298.545960268419
59900000,-1017077.7313791178,299.8453157878845
60000000,-1017580.7313791178,301.466586518419
60100000,-1016084.2313791178,299.1865900145007
60200000,-1016296.9813791178,300.2484557340493
60300000,-1018606.7313791178,299.88962288135707
60400000,-1016161.2313791178,301.5605695645492
60500000,-1016920.2313791178,299.75694395453843
60600000,-1017165.7313791178,299.86344748286655
60700000,-1016641.4813791178,300.78439714994954
60800000,-1018277.2313791178,299.8819580588736
60900000,-1018110.7313791178,299.6587712899652
61000000,-1016119.2313791178,301.59585775556155
61100000,-1016776.7313791178,300.7686129036685
61200000,-1016377.2313791178,300.2737320750261
61300000,-1017119.2313791178,301.35093034853423
61400000,-1017434.9813791178,300.0312318740801
61500000,-1016202.4813791178,298.80339767335147
61600000,-1016961.7313791178,299.3226776118662
61700000,-1017895.7313791178,299.32736172140267
61800000,-1016967.2313791178,298.2556048144083
61900000,-1015671.7313791178,299.3256387316692
62000000,-1015228.7313791178,300.2255425718008
62100000,-1014300.7313791178,299.5794737911981
62200000,-1015914.9813791178,301.06471680540477
62300000,-1017704.7313791178,302.4876290703568
62400000,-1017791.2313791178,301.3416252280431
62500000,-1017463.7313791178,300.79868944859993
62600000,-1016655.9813791178,299.77174693327584
62700000,-1017204.7313791178,299.28832324597994
62800000,-1017338.7313791178,301.126145609455
62900000,-1018026.4813791178,300.4574671881498
63000000,-1015972.2313791178,299.77592309241254
